s,x,y,tx,ty
22.290833,-33.172002,16.200209,-0.948683,-0.316228
22.333783,-33.214952,16.200209,-1.000000,0.000000
22.376733,-33.257902,16.200209,-1.000000,-0.000000
22.419683,-33.300852,16.200209,-1.000000,0.000000
22.462633,-33.343802,16.200209,-0.948683,-0.316228
22.523374,-33.386752,16.157259,-0.948683,-0.316228
22.566324,-33.429702,16.157259,-1.000000,0.000000
22.609274,-33.472652,16.157259,-1.000000,0.000000
22.652224,-33.515602,16.157259,-0.948683,-0.316228
22.712964,-33.558552,16.114309,-0.948683,-0.316228
22.755914,-33.601502,16.114309,-1.000000,0.000000
22.798864,-33.644452,16.114309,-1.000000,-0.000000
22.841814,-33.687402,16.114309,-0.948683,-0.316228
22.902554,-33.730352,16.071359,-0.948683,-0.316228
22.945504,-33.773302,16.071359,-1.000000,-0.000000
22.988454,-33.816252,16.071359,-1.000000,0.000000
23.031404,-33.859202,16.071359,-0.948683,-0.316228
23.092145,-33.902152,16.028409,-0.948683,-0.316228
23.135095,-33.945102,16.028409,-1.000000,0.000000
23.178045,-33.988052,16.028409,-1.000000,0.000000
23.220995,-34.031002,16.028409,-0.948683,-0.316228
23.281735,-34.073952,15.985459,-0.948683,-0.316228
